Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
65,1.000000343322754,0.005368087608367204,0.9999988174438477,0.9999988269805908,22.797258852263596,0.7161778178811073
66,1.000000286102295,0.005394974686205387,0.9999977493286133,0.9999977779388428,24.398973162328566,0.7263943615555764
67,0.9999993824958802,0.005112612172961235,0.9999978852272033,0.9999984216690063,23.915967448764526,0.7351731103658676
68,1.0000004434585572,0.005165327470749616,0.9999955940246582,0.9999962759017944,23.97558746900335,0.733978143632412
69,0.9999986696243286,0.005356210637837648,0.9999971961975098,0.9999968504905701,24.187648697791833,0.7338642525672913
70,1.000000114440918,0.0052466817200183865,0.9999974274635315,0.9999971818923951,24.178746897765215,0.7351402071118355
71,0.9999992704391479,0.005557757504284382,0.9999984884262085,0.999997763633728,24.06734471357194,0.7298907774686814
72,0.9999987816810608,0.005899906400591135,0.9999971747398376,0.9999970674514771,23.901564869554228,0.7270645320415496
73,0.9999976396560669,0.00603713970631361,0.9999961590766907,0.9999948239326477,22.32924992332771,0.7159821259975433
74,1.000002727508545,0.005624812375754118,0.9999948215484619,0.9999980640411377,24.12289985794444,0.7322551375627517
75,1.0000004482269287,0.005518032684922219,0.9999973845481872,0.9999972915649414,24.004102036300452,0.7261590796709061
76,0.9999994564056397,0.004968075137585401,0.9999943256378174,0.9999936985969543,24.344594991983342,0.7355924046039581
77,0.9999993562698364,0.004918609261512757,0.9999969172477722,0.9999967575073242,23.9875346899738,0.7265354034304619
78,0.99999915599823,0.00510306790471077,0.9999962735176087,0.9999948501586914,23.423117579914518,0.7295827981829643
79,0.9999996042251587,0.005169212576001883,0.9999982261657715,0.9999971199035644,24.516243646135703,0.738141404390335
80,1.000000879764557,0.0048947172611951825,0.9999972105026245,0.9999983620643615,23.933515478203283,0.7345248597860337
81,1.0000003933906556,0.005293159838765859,0.9999970912933349,0.9999973607063294,22.9329172808872,0.7267520222067833
82,1.0000000047683715,0.0055432646907866,0.9999955177307129,0.9999959278106689,24.119031278245167,0.7316234147548676
83,1.0000000190734863,0.005435740053653717,0.9999980068206787,0.9999982333183288,23.673011113065957,0.7081397646665573
84,0.9999995756149292,0.005138664804399014,0.9999982690811158,0.9999984312057495,24.52716704031531,0.7363681387901306
85,0.9999988126754761,0.0045972949266433714,0.9999972486495972,0.999996747970581,24.41066416239854,0.7406009718775749
86,0.9999988412857056,0.005177498888224363,0.9999952721595764,0.9999946880340577,23.623312340978092,0.7305427235364914
87,1.0000015163421632,0.005340887829661369,0.9999949932098389,0.9999973940849304,23.92252542022449,0.7343520784378051
88,0.9999996948242188,0.004884972497820854,0.9999968409538269,0.9999961042404175,24.121093512826086,0.7351082491874695
89,1.0000013494491578,0.004852162301540374,0.999994797706604,0.9999939441680908,24.101559022671314,0.7418215683102608
90,1.000001482963562,0.00525113201700151,0.9999957346916198,0.9999968266487121,24.229399327652786,0.7406128484010697
